company,item,calories,"total fat
(g)","saturated fat
(g)","trans fat
(g)","cholesterol
(mg)","sodium 
(mg)","carbs
(g)","fiber
(g)","sugars
(g)","protein
(g)"
McDonald’s,Premium Grilled Chicken Classic Sandwich,0.29218106995884774,0.08247422680412371,0.03125,0.0,0.10526315789473685,0.28348909657320875,0.1486988847583643,0.12903225806451613,0.030303030303030304,0.3714285714285714
McDonald’s,Premium Crispy Chicken Classic Sandwich,0.4156378600823045,0.21649484536082475,0.0625,0.0,0.07017543859649122,0.3423329871928003,0.20446096654275092,0.0967741935483871,0.03787878787878788,0.32857142857142857
McDonald’s,Premium Grilled Chicken Club Sandwich,0.37448559670781895,0.16494845360824742,0.15625,0.0,0.14912280701754385,0.35964001384562133,0.1561338289962825,0.12903225806451613,0.03409090909090909,0.4857142857142857
McDonald’s,Premium Crispy Chicken Club Sandwich,0.5061728395061729,0.28865979381443296,0.1875,0.0,0.11403508771929825,0.41502249913464867,0.20817843866171,0.0967741935483871,0.04166666666666667,0.42857142857142855
McDonald’s,Premium Grilled Chicken Ranch BLT Sandwich,0.308641975308642,0.09278350515463916,0.0625,0.0,0.12280701754385964,0.3457943925233645,0.1486988847583643,0.12903225806451613,0.03409090909090909,0.42857142857142855
McDonald’s,Premium Crispy Chicken Ranch BLT Sandwich,0.4403292181069959,0.2268041237113402,0.09375,0.0,0.08771929824561404,0.40117687781239186,0.20446096654275092,0.0967741935483871,0.04166666666666667,0.3714285714285714
McDonald’s,Southern Style Crispy Chicken Sandwich,0.32510288065843623,0.16494845360824742,0.0625,0.0,0.07017543859649122,0.3561786085150571,0.14126394052044608,0.03225806451612903,0.022727272727272728,0.32857142857142857
McDonald’s,Ranch Snack Wrap® (Crispy),0.2757201646090535,0.16494845360824742,0.09375,0.0,0.04385964912280702,0.28002769124264454,0.11895910780669144,0.03225806451612903,0.007575757575757576,0.1857142857142857
McDonald’s,Ranch Snack Wrap® (Grilled),0.21810699588477364,0.09278350515463916,0.09375,0.0,0.07017543859649122,0.28695050190377297,0.09293680297397769,0.03225806451612903,0.007575757575757576,0.24285714285714283
McDonald’s,Honey Mustard Snack Wrap® (Crispy),0.2674897119341564,0.15463917525773196,0.09375,0.0,0.04385964912280702,0.2696434752509519,0.12267657992565055,0.03225806451612903,0.015151515151515152,0.1857142857142857
McDonald’s,Honey Mustard Snack Wrap® (Grilled),0.20987654320987653,0.08247422680412371,0.0625,0.0,0.07017543859649122,0.2765662859120803,0.0966542750929368,0.03225806451612903,0.015151515151515152,0.24285714285714283
McDonald’s,Chipotle BBQ Snack Wrap® (Crispy),0.2674897119341564,0.1443298969072165,0.09375,0.0,0.04385964912280702,0.28002769124264454,0.12639405204460966,0.03225806451612903,0.015151515151515152,0.1857142857142857
McDonald’s,Chipotle BBQ Snack Wrap® (Grilled),0.20987654320987653,0.08247422680412371,0.0625,0.0,0.07017543859649122,0.28695050190377297,0.10037174721189591,0.03225806451612903,0.01893939393939394,0.24285714285714283
McDonald’s,Angus Bacon & Cheese Snack Wrap,0.3168724279835391,0.2061855670103093,0.25,0.25,0.12280701754385964,0.3734856351678782,0.10037174721189591,0.03225806451612903,0.015151515151515152,0.2857142857142857
McDonald’s,Angus Chipotle BBQ Bacon,0.654320987654321,0.3917525773195876,0.53125,0.5,0.2456140350877193,0.698857736240914,0.24163568773234198,0.12903225806451613,0.06060606060606061,0.6285714285714286
McDonald’s,Angus Chipotle BBQ Bacon Snack Wrap,0.32510288065843623,0.21649484536082475,0.28125,0.25,0.12280701754385964,0.36656282450674976,0.10780669144981413,0.03225806451612903,0.022727272727272728,0.2857142857142857
McDonald’s,Angus Deluxe Snack Wrap,0.33333333333333337,0.24742268041237112,0.28125,0.25,0.12280701754385964,0.3423329871928003,0.0966542750929368,0.06451612903225806,0.011363636363636364,0.2714285714285714
McDonald’s,Angus Mushroom & Swiss Snack Wrap,0.3497942386831276,0.25773195876288657,0.28125,0.25,0.12280701754385964,0.25233644859813087,0.0966542750929368,0.06451612903225806,0.007575757575757576,0.3
McDonald’s,Mac Snack Wrap,0.2674897119341564,0.18556701030927836,0.1875,0.25,0.07017543859649122,0.238490827275874,0.09293680297397769,0.03225806451612903,0.011363636363636364,0.19999999999999998
McDonald’s,Small French Fries,0.18518518518518517,0.10309278350515463,0.0,0.0,0.052631578947368425,0.05503634475597093,0.10408921933085502,0.0967741935483871,0.0,0.028571428571428574
McDonald’s,Medium French Fries,0.308641975308642,0.18556701030927836,0.03125,0.0,0.052631578947368425,0.09311180339217723,0.17472118959107805,0.16129032258064516,0.0,0.04285714285714286
McDonald’s,Large French Fries,0.40740740740740744,0.24742268041237112,0.0625,0.0,0.052631578947368425,0.1208030460366909,0.23048327137546465,0.1935483870967742,0.0,0.07142857142857142
McDonald’s,Ketchup Packet,0.008230452674897118,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.03772931810314988,0.007434944237918215,0.0,0.007575757575757576,0.11428571428571427
McDonald’s,Salt Packet,0.20987654320987653,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.09311180339217723,0.12267657992565055,0.0,0.0,0.11428571428571427
McDonald’s,Chicken McNuggets® (4 piece),0.1522633744855967,0.1134020618556701,0.03125,0.0,0.03508771929824561,0.12426445136725511,0.040892193308550186,0.03225806451612903,0.0,0.11428571428571427
McDonald’s,Chicken McNuggets® (6 piece),0.22633744855967078,0.1752577319587629,0.0625,0.0,0.06140350877192982,0.18656974731741088,0.06319702602230483,0.03225806451612903,0.0,0.17142857142857143
McDonald’s,Chicken McNuggets® (10 piece),0.3827160493827161,0.29896907216494845,0.125,0.0,0.10526315789473685,0.3111803392177224,0.10780669144981413,0.06451612903225806,0.0,0.3
McDonald’s,Barbeque Sauce,0.037037037037037035,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.08965039806161301,0.040892193308550186,0.0,0.03787878787878788,0.11428571428571427
McDonald’s,Honey,0.037037037037037035,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.07234337140879196,0.040892193308550186,0.0,0.04166666666666667,0.11428571428571427
McDonald’s,Hot Mustard Sauce,0.04526748971193415,0.010309278350515464,0.09375,0.0,0.0,0.08618899273104881,0.02973977695167286,0.06451612903225806,0.022727272727272728,0.0
McDonald’s,Sweet ‘N Sour Sauce,0.037037037037037035,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.05157493942540672,0.040892193308550186,0.0,0.03787878787878788,0.11428571428571427
McDonald’s,Chicken Selects® Premium Breast Strips (3 pc),0.32510288065843623,0.2371134020618557,0.0625,0.0,0.07894736842105263,0.34925579785392874,0.08178438661710037,0.0,0.0,0.3142857142857143
McDonald’s,Chicken Selects® Premium Breast Strips (5 pc),0.5390946502057613,0.40206185567010305,0.15625,0.0,0.14035087719298245,0.5811699550017307,0.14126394052044608,0.0,0.0,0.5285714285714286
McDonald’s,Spicy Buffalo Sauce,0.04526748971193415,0.051546391752577324,0.0,0.0,0.052631578947368425,0.2765662859120803,0.0,0.03225806451612903,0.0,0.11428571428571427
McDonald’s,Creamy Ranch Sauce,0.13580246913580246,0.1752577319587629,0.0625,0.0,0.008771929824561403,0.09311180339217723,0.0037174721189591076,0.0,0.003787878787878788,0.11428571428571427
McDonald’s,Tangy Honey Mustard Sauce,0.04526748971193415,0.010309278350515464,0.09375,0.0,0.0,0.04811353409484251,0.03345724907063197,0.0,0.030303030303030304,0.11428571428571427
McDonald’s,Southwestern Chipotle Barbeque Sauce,0.04526748971193415,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.07234337140879196,0.05204460966542751,0.03225806451612903,0.04166666666666667,0.11428571428571427
McDonald’s,Premium Southwest Salad with Grilled Chicken,0.2592592592592593,0.08247422680412371,0.0625,0.0,0.11403508771929825,0.33194877120110766,0.10780669144981413,0.1935483870967742,0.04166666666666667,0.41428571428571426
McDonald’s,Premium Southwest Salad with Crispy Chicken,0.3497942386831276,0.1958762886597938,0.09375,0.0,0.08771929824561404,0.31810314987885085,0.13754646840148696,0.1935483870967742,0.045454545454545456,0.35714285714285715
McDonald’s,Premium Southwest Salad (without chicken),0.11111111111111112,0.030927835051546393,0.03125,0.0,0.008771929824561403,0.05157493942540672,0.07063197026022304,0.1935483870967742,0.022727272727272728,0.07142857142857142
McDonald’s,Premium Bacon Ranch Salad with Grilled Chicken,0.20987654320987653,0.08247422680412371,0.09375,0.0,0.14912280701754385,0.34925579785392874,0.040892193308550186,0.0967741935483871,0.01893939393939394,0.45714285714285713
McDonald’s,Premium Bacon Ranch Salad with Crispy Chicken,0.3004115226337449,0.1958762886597938,0.15625,0.0,0.12280701754385964,0.3354101765316719,0.07063197026022304,0.0967741935483871,0.022727272727272728,0.39999999999999997
McDonald’s,Premium Bacon Ranch Salad (without chicken),0.11111111111111112,0.06185567010309278,0.0625,0.0,0.03508771929824561,0.10349601938386985,0.03345724907063197,0.0967741935483871,0.015151515151515152,0.11428571428571427
McDonald’s,Premium Caesar Salad with Grilled Chicken,0.17695473251028807,0.051546391752577324,0.0625,0.0,0.12280701754385964,0.3077189338871582,0.040892193308550186,0.0967741935483871,0.01893939393939394,0.41428571428571426
McDonald’s,Premium Caesar Salad with Crispy Chicken,0.2674897119341564,0.16494845360824742,0.09375,0.0,0.09649122807017545,0.29041190723433713,0.07063197026022304,0.0967741935483871,0.022727272727272728,0.35714285714285715
McDonald’s,Premium Caesar Salad (without chicken),0.06995884773662552,0.030927835051546393,0.03125,0.0,0.008771929824561403,0.06195915541709935,0.02973977695167286,0.0967741935483871,0.015151515151515152,0.0857142857142857
McDonald’s,Side Salad,0.01234567901234568,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.0031152647975077885,0.011152416356877323,0.03225806451612903,0.007575757575757576,0.0
McDonald’s,Butter Garlic Croutons,0.04526748971193415,0.0,0.09375,0.0,0.052631578947368425,0.04811353409484251,0.03345724907063197,0.03225806451612903,0.0,0.014285714285714285
McDonald’s,Snack Size Fruit & Walnut Salad,0.16872427983539093,0.07216494845360824,0.0,0.0,0.0,0.020422291450328835,0.11152416356877323,0.06451612903225806,0.0946969696969697,0.04285714285714286
McDonald’s,Salad Dressings,0.19341563786008228,0.07216494845360824,0.0625,0.0,0.02631578947368421,0.06542056074766354,0.12267657992565055,0.0,0.030303030303030304,0.0857142857142857
McDonald’s,Newman’s Own® Creamy Southwest Dressing,0.07818930041152264,0.051546391752577324,0.0,0.0,0.02631578947368421,0.1173416407061267,0.03717472118959108,0.0,0.011363636363636364,0.0
McDonald’s,Newman’s Own® Creamy Caesar Dressing,0.1522633744855967,0.1752577319587629,0.0625,0.0,0.02631578947368421,0.17272412599515405,0.011152416356877323,0.0,0.007575757575757576,0.014285714285714285
McDonald’s,Newman’s Own® Low Fat Balsamic Vinaigrette,0.02880658436213992,0.02061855670103093,0.09375,0.0,0.052631578947368425,0.25233644859813087,0.011152416356877323,0.0,0.011363636363636364,0.11428571428571427
McDonald’s,Newman’s Own® Low Fat Family Recipe Italian Dressing,0.04526748971193415,0.010309278350515464,0.09375,0.0,0.052631578947368425,0.25233644859813087,0.026022304832713755,0.0,0.003787878787878788,0.0
McDonald’s,Newman’s Own® Ranch Dressing,0.13580246913580246,0.1443298969072165,0.03125,0.0,0.02631578947368421,0.18310834198684667,0.02973977695167286,0.0,0.015151515151515152,0.0
McDonald’s,Egg McMuffin®,0.242798353909465,0.1134020618556701,0.125,0.0,0.44736842105263164,0.28348909657320875,0.10780669144981413,0.06451612903225806,0.011363636363636364,0.24285714285714283
McDonald’s,Sausage McMuffin®,0.3004115226337449,0.21649484536082475,0.21875,0.0,0.07017543859649122,0.29387331256490135,0.10408921933085502,0.06451612903225806,0.007575757575757576,0.1857142857142857
McDonald’s,Sausage McMuffin® with Egg,0.3662551440329218,0.26804123711340205,0.28125,0.0,0.49122807017543857,0.31810314987885085,0.10780669144981413,0.06451612903225806,0.007575757575757576,0.2857142857142857
McDonald’s,English Muffin,0.12757201646090535,0.02061855670103093,0.09375,0.0,0.052631578947368425,0.09657320872274143,0.0966542750929368,0.06451612903225806,0.007575757575757576,0.05714285714285714
McDonald’s,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",0.34156378600823045,0.2268041237113402,0.34375,0.0,0.4035087719298246,0.40117687781239186,0.13382899628252787,0.06451612903225806,0.011363636363636364,0.19999999999999998
McDonald’s,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",0.39094650205761317,0.26804123711340205,0.34375,0.0,0.4035087719298246,0.4392523364485982,0.1561338289962825,0.0967741935483871,0.015151515151515152,0.19999999999999998
McDonald’s,Sausage Biscuit with Egg (Regular Size Biscuit),0.4156378600823045,0.32989690721649484,0.40625,0.0,0.4298245614035088,0.4046382831429561,0.13011152416356875,0.06451612903225806,0.007575757575757576,0.24285714285714283
McDonald’s,Sausage Biscuit with Egg (Large Size Biscuit),0.46502057613168724,0.37113402061855666,0.4375,0.0,0.4298245614035088,0.4427137417791624,0.1524163568773234,0.0967741935483871,0.011363636363636364,0.24285714285714283
McDonald’s,Sausage Biscuit (Regular Size Biscuit),0.3497942386831276,0.26804123711340205,0.34375,0.0,0.04385964912280702,0.3734856351678782,0.12267657992565055,0.06451612903225806,0.007575757575757576,0.14285714285714285
McDonald’s,Sausage Biscuit (Large Size Biscuit),0.39094650205761317,0.3092783505154639,0.375,0.0,0.04385964912280702,0.4115610938040845,0.14126394052044608,0.0967741935483871,0.011363636363636364,0.14285714285714285
McDonald’s,Southern Style Chicken Biscuit (Regular Size Biscuit),0.33333333333333337,0.1958762886597938,0.21875,0.0,0.04385964912280702,0.4080996884735203,0.1486988847583643,0.06451612903225806,0.011363636363636364,0.22857142857142856
McDonald’s,Southern Style Chicken Biscuit (Large Size Biscuit),0.3827160493827161,0.2371134020618557,0.25,0.0,0.04385964912280702,0.44617514710972656,0.16728624535315983,0.0967741935483871,0.015151515151515152,0.22857142857142856
McDonald’s,"Steak, Egg & Cheese Bagel",0.5390946502057613,0.32989690721649484,0.34375,0.25,0.5175438596491228,0.5465559016960887,0.20446096654275092,0.0967741935483871,0.026515151515151516,0.45714285714285713
McDonald’s,"Bacon, Egg & Cheese McGriddles®",0.34156378600823045,0.1752577319587629,0.21875,0.0,0.412280701754386,0.3838698511595708,0.17472118959107805,0.06451612903225806,0.05681818181818182,0.19999999999999998
McDonald’s,"Sausage, Egg & Cheese McGriddles®",0.45679012345679015,0.31958762886597936,0.34375,0.0,0.45614035087719296,0.47040498442367606,0.17472118959107805,0.06451612903225806,0.05681818181818182,0.2714285714285714
McDonald’s,Sausage McGriddles®,0.34156378600823045,0.21649484536082475,0.21875,0.0,0.052631578947368425,0.3561786085150571,0.15985130111524162,0.06451612903225806,0.05681818181818182,0.14285714285714285
McDonald’s,Big Breakfast® (Regular Size Biscuit),0.6049382716049383,0.4845360824742268,0.5,0.0,0.9649122807017544,0.5396330910349603,0.18587360594795538,0.0967741935483871,0.011363636363636364,0.3857142857142857
McDonald’s,Big Breakfast® (Large Size Biscuit),0.654320987654321,0.5257731958762887,0.53125,0.0,0.9649122807017544,0.5811699550017307,0.20446096654275092,0.12903225806451613,0.011363636363636364,0.3857142857142857
McDonald’s,Big Breakfast with Hotcakes (Regular Size Biscuit),0.8930041152263375,0.5670103092783505,0.5625,0.0,1.0,0.7438560055382486,0.40892193308550184,0.1935483870967742,0.06439393939393939,0.49999999999999994
McDonald’s,Big Breakfast with Hotcakes (Large Size Biscuit),0.9423868312757202,0.6082474226804124,0.59375,0.0,1.0,0.7819314641744549,0.4275092936802974,0.22580645161290322,0.06439393939393939,0.49999999999999994
McDonald’s,Sausage Burrito,0.242798353909465,0.15463917525773196,0.1875,0.0,0.1929824561403509,0.28695050190377297,0.09293680297397769,0.03225806451612903,0.007575757575757576,0.15714285714285714
McDonald’s,McSkillet™ Burrito with Sausage,0.4979423868312757,0.36082474226804123,0.40625,0.0,0.7105263157894737,0.48078920041536866,0.15985130111524162,0.0967741935483871,0.015151515151515152,0.3714285714285714
McDonald’s,Hotcakes,0.28395061728395066,0.08247422680412371,0.03125,0.0,0.02631578947368421,0.20387677397023193,0.21933085501858735,0.0967741935483871,0.05303030303030303,0.09999999999999999
McDonald’s,Hotcakes and Sausage,0.42386831275720166,0.2371134020618557,0.1875,0.0,0.07894736842105263,0.321564555209415,0.22304832713754644,0.0967741935483871,0.05303030303030303,0.19999999999999998
McDonald’s,Hotcake Syrup,0.14403292181069957,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.006576670128071998,0.16356877323420072,0.0,0.12121212121212122,0.11428571428571427
McDonald’s,Whipped Margarine (1 pat),0.02880658436213992,0.030927835051546393,0.0,0.0,0.052631578947368425,0.01869158878504673,0.12267657992565055,0.0,0.0,0.11428571428571427
McDonald’s,Hash Brown,0.11934156378600823,0.08247422680412371,0.0,0.0,0.052631578947368425,0.10695742471443406,0.05204460966542751,0.06451612903225806,0.0,0.0
McDonald’s,Grape Jam,0.024691358024691357,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.07234337140879196,0.02973977695167286,0.0,0.03409090909090909,0.11428571428571427
McDonald’s,Strawberry Preserves,0.024691358024691357,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.07234337140879196,0.02973977695167286,0.0,0.03409090909090909,0.11428571428571427
McDonald’s,"Bacon, Egg & Cheese Bagel",0.45679012345679015,0.26804123711340205,0.25,0.0,0.44736842105263164,0.44963655244029077,0.20446096654275092,0.0967741935483871,0.026515151515151516,0.32857142857142857
McDonald’s,Fruit & Maple Oatmeal,0.2345679012345679,0.030927835051546393,0.03125,0.0,0.008771929824561403,0.05503634475597093,0.20817843866171,0.16129032258064516,0.12121212121212122,0.05714285714285714
McDonald’s,Fruit & Maple Oatmeal without Brown Sugar,0.20987654320987653,0.030927835051546393,0.03125,0.0,0.008771929824561403,0.03946002076843199,0.17472118959107805,0.16129032258064516,0.06818181818181818,0.05714285714285714
McDonald’s,Hamburger Happy Meal,0.3868312757201646,0.15463917525773196,0.0625,0.0,0.06140350877192982,0.238490827275874,0.22676579925650556,0.06451612903225806,0.07575757575757576,0.3
McDonald’s,4 Piece Chicken McNuggets Happy Meal,0.3209876543209877,0.16494845360824742,0.0625,0.0,0.052631578947368425,0.17618553132571824,0.1486988847583643,0.03225806451612903,0.05303030303030303,0.2571428571428571
McDonald’s,6 Piece Chicken McNuggets® Happy Meal,0.3868312757201646,0.21649484536082475,0.09375,0.0,0.07894736842105263,0.23502942194530982,0.16728624535315983,0.06451612903225806,0.05303030303030303,0.32857142857142857
McDonald’s,Fruit ‘n Yogurt Parfait (7 oz),0.12757201646090535,0.010309278350515464,0.0,0.0,0.0,0.02907580477673936,0.11152416356877323,0.03225806451612903,0.07954545454545454,0.04285714285714286
McDonald’s,Low Fat Caramel Dip,0.053497942386831275,0.12371134020618556,0.09375,0.0,0.0,0.011768778123918312,0.05204460966542751,0.0,0.03409090909090909,0.11428571428571427
McDonald’s,Vanilla Reduced Fat Ice Cream Cone,0.11934156378600823,0.02061855670103093,0.03125,0.0,0.01754385964912281,0.020422291450328835,0.08550185873605948,0.0,0.06818181818181818,0.04285714285714286
McDonald’s,Kiddie Cone,0.03292181069958847,0.0,0.09375,0.0,0.0,0.006576670128071998,0.026022304832713755,0.0,0.022727272727272728,0.0
McDonald’s,Strawberry Sundae,0.22633744855967078,0.051546391752577324,0.09375,0.0,0.03508771929824561,0.032537210107303566,0.17843866171003717,0.03225806451612903,0.17045454545454547,0.07142857142857142
McDonald’s,Hot Caramel Sundae,0.2757201646090535,0.07216494845360824,0.125,0.0,0.04385964912280702,0.05503634475597093,0.21933085501858735,0.03225806451612903,0.16666666666666669,0.0857142857142857
McDonald’s,Hot Fudge Sundae,0.2674897119341564,0.09278350515463916,0.1875,0.0,0.03508771929824561,0.06195915541709935,0.19702602230483268,0.06451612903225806,0.18181818181818182,0.09999999999999999
McDonald’s,Peanuts (for Sundaes),0.03292181069958847,0.02061855670103093,0.09375,0.0,0.052631578947368425,0.07234337140879196,0.0037174721189591076,0.03225806451612903,0.0,0.014285714285714285
McDonald’s,McFlurry® with M&M’S® Candies (12 fl oz cup),0.5802469135802469,0.24742268041237112,0.46875,0.25,0.09649122807017545,0.07580477673935618,0.3866171003717472,0.12903225806451613,0.36742424242424243,0.19999999999999998
McDonald’s,McFlurry® with OREO® Cookies (12 fl oz cup),0.4732510288065844,0.18556701030927836,0.28125,0.25,0.07894736842105263,0.11041883004499828,0.3271375464684015,0.0967741935483871,0.27651515151515155,0.17142857142857143
McDonald’s,Baked Hot Apple Pie,0.20164609053497942,0.12371134020618556,0.1875,0.0,0.052631578947368425,0.05849775008653514,0.11524163568773234,0.12903225806451613,0.04924242424242424,0.014285714285714285
McDonald’s,Cinnamon Melts,0.37448559670781895,0.18556701030927836,0.25,0.0,0.01754385964912281,0.12772585669781933,0.24163568773234198,0.0967741935483871,0.12121212121212122,0.07142857142857142
McDonald’s,McDonaldland® Cookies,0.20987654320987653,0.07216494845360824,0.03125,0.0,0.052631578947368425,0.10349601938386985,0.1561338289962825,0.03225806451612903,0.04924242424242424,0.04285714285714286
McDonald’s,Chocolate Chip Cookie,0.12757201646090535,0.07216494845360824,0.0625,0.0,0.008771929824561403,0.030806507442021465,0.07434944237918216,0.03225806451612903,0.05681818181818182,0.014285714285714285
McDonald’s,Oatmeal Raisin Cookie,0.11934156378600823,0.051546391752577324,0.03125,0.0,0.008771929824561403,0.04638283142956041,0.07806691449814127,0.03225806451612903,0.04924242424242424,0.014285714285714285
McDonald’s,Sugar Cookie,0.12757201646090535,0.06185567010309278,0.0625,0.0,0.0,0.04119072343371409,0.07434944237918216,0.0,0.04166666666666667,0.014285714285714285
McDonald’s,Apple Dippers with Low Fat Caramel Dip,0.07818930041152264,0.12371134020618556,0.09375,0.0,0.0,0.011768778123918312,0.08178438661710037,0.0,0.05681818181818182,0.11428571428571427
McDonald’s,Chocolate McCafé® Shake (12 fl oz cup),0.4732510288065844,0.16494845360824742,0.28125,0.25,0.07894736842105263,0.0827275874004846,0.345724907063197,0.03225806451612903,0.2916666666666667,0.14285714285714285
McDonald’s,Chocolate McCafé® Shake (16 fl oz cup),0.588477366255144,0.1958762886597938,0.34375,0.25,0.09649122807017545,0.10349601938386985,0.4386617100371747,0.03225806451612903,0.3712121212121212,0.19999999999999998
McDonald’s,Chocolate McCafé® Shake (22 fl oz cup),0.720164609053498,0.2371134020618557,0.4375,0.25,0.12280701754385964,0.12772585669781933,0.5427509293680297,0.03225806451612903,0.45833333333333337,0.24285714285714283
McDonald’s,Chocolate Triple Thick® Shake (12 fl oz cup),0.3580246913580247,0.09278350515463916,0.15625,0.0,0.06140350877192982,0.06542056074766354,0.27881040892193304,0.03225806451612903,0.23863636363636365,0.12857142857142856
McDonald’s,Chocolate Triple Thick® Shake (16 fl oz cup),0.4732510288065844,0.13402061855670103,0.21875,0.25,0.07894736842105263,0.08618899273104881,0.3754646840148699,0.03225806451612903,0.3181818181818182,0.17142857142857143
McDonald’s,Chocolate Triple Thick® Shake (21 fl oz cup),0.6296296296296297,0.1752577319587629,0.3125,0.25,0.11403508771929825,0.11388023537556248,0.4944237918215613,0.03225806451612903,0.42045454545454547,0.24285714285714283
McDonald’s,Chocolate Triple Thick® Shake (32 fl oz cup),0.9506172839506173,0.26804123711340205,0.46875,0.5,0.16666666666666666,0.17618553132571824,0.7509293680297398,0.06451612903225806,0.6363636363636364,0.3714285714285714
McDonald’s,Snack Size McFlurry® with M&M’S® Candies,0.3497942386831276,0.15463917525773196,0.28125,0.0,0.052631578947368425,0.0446521287642783,0.23420074349442377,0.06451612903225806,0.22348484848484848,0.11428571428571427
McDonald’s,Snack Size McFlurry® with OREO® Cookies,0.2757201646090535,0.1134020618556701,0.15625,0.0,0.04385964912280702,0.06888196607822776,0.1933085501858736,0.06451612903225806,0.16287878787878787,0.09999999999999999
McDonald’s,Strawberry McCafé® Shake (12 fl oz cup),0.46502057613168724,0.16494845360824742,0.28125,0.25,0.07894736842105263,0.05849775008653514,0.3382899628252788,0.0,0.29924242424242425,0.14285714285714285
McDonald’s,Strawberry McCafé® Shake (16 fl oz cup),0.5802469135802469,0.1958762886597938,0.34375,0.25,0.10526315789473685,0.07234337140879196,0.4275092936802974,0.0,0.3787878787878788,0.1857142857142857
McDonald’s,Strawberry McCafé® Shake (22 fl oz cup),0.7037037037037037,0.2371134020618557,0.4375,0.25,0.12280701754385964,0.08965039806161301,0.5315985130111524,0.0,0.4696969696969697,0.24285714285714283
McDonald’s,Strawberry Triple Thick® Shake (12 fl oz cup),0.34156378600823045,0.09278350515463916,0.15625,0.0,0.06140350877192982,0.0446521287642783,0.26765799256505574,0.0,0.23863636363636365,0.12857142857142856
